Target,Accuracy,K,Window_Size,Window_Overlap,Optimization_Level,Finite_Context,Time
english_polish_czech.txt,80.14,3,15,0.4,3,True,12.936
english_polish_czech.txt,33.93,3,15,0.4,3,False,12.749
english_polish_czech.txt,71.16,3,15,0.6,3,True,12.98
english_polish_czech.txt,34.23,3,15,0.6,3,False,12.827
english_polish_czech.txt,67.86,3,15,0.8,3,True,13.814
english_polish_czech.txt,34.23,3,15,0.8,3,False,13.336
english_polish_czech.txt,62.28,5,3,0,0,True,17.029
english_polish_czech.txt,74.75,5,3,0,0,False,16.997
english_polish_czech.txt,62.77,5,3,0.2,0,True,17.463
english_polish_czech.txt,72.46,5,3,0.2,0,False,17.334
english_polish_czech.txt,61.48,5,3,0.4,0,True,18.019
english_polish_czech.txt,74.25,5,3,0.4,0,False,17.762
english_polish_czech.txt,61.48,5,3,0.6,0,True,17.873
english_polish_czech.txt,74.25,5,3,0.6,0,False,17.92
english_polish_czech.txt,61.48,5,3,0.8,0,True,17.962
english_polish_czech.txt,74.25,5,3,0.8,0,False,18.075
english_polish_czech.txt,67.27,5,5,0,0,True,17.445
english_polish_czech.txt,73.05,5,5,0,0,False,17.26
english_polish_czech.txt,67.07,5,5,0.2,0,True,17.21
english_polish_czech.txt,76.85,5,5,0.2,0,False,17.292
english_polish_czech.txt,66.57,5,5,0.4,0,True,17.479
english_polish_czech.txt,70.66,5,5,0.4,0,False,17.669
english_polish_czech.txt,65.97,5,5,0.6,0,True,17.667
english_polish_czech.txt,74.75,5,5,0.6,0,False,17.676
english_polish_czech.txt,66.27,5,5,0.8,0,True,18.036
english_polish_czech.txt,72.55,5,5,0.8,0,False,18.159
english_polish_czech.txt,76.75,5,8,0,0,True,17.548
english_polish_czech.txt,76.75,5,8,0,0,False,6.186
english_polish_czech.txt,75.95,5,8,0.2,0,True,17.544
english_polish_czech.txt,69.26,5,8,0.2,0,False,17.626
english_polish_czech.txt,75.55,5,8,0.4,0,True,17.708
english_polish_czech.txt,68.56,5,8,0.4,0,False,17.428
english_polish_czech.txt,76.25,5,8,0.6,0,True,17.569
